Group Name,City/Region,State,Hate Type
Virginia Christian Alliance ,,MD,Anti-Muslim
American Border Patrol,Sierra Vista,AZ,Anti-Immigrant
American Children First,Torrance,CA,Anti-Immigrant
American Immigration Control Foundation/Americans for Immigration Control,Monterey,VA,Anti-Immigrant
Americans for Legal Immigration (ALIPAC),Raleigh,NC,Anti-Immigrant
Borderkeepers of Alabama,Birmingham,AL,Anti-Immigrant
Californians for Population Stabilization,Santa Barbara,CA,Anti-Immigrant
Center for Immigration Studies,,DC,Anti-Immigrant
Colorado Alliance for Immigration Reform,Lakewood,CO,Anti-Immigrant
"Dustin Inman Society, The",Marietta,GA,Anti-Immigrant
Federation for American Immigration Reform,Washington,DC,Anti-Immigrant
Immigration Reform Law Institute ,,DC,Anti-Immigrant
Legal Immigrants for America,,FL,Anti-Immigrant
Michiganders for Immigration Control and Enforcement,Frankenmuth,MI,Anti-Immigrant
North Carolinians for Immigration Reform and Enforcement ,Wade,NC,Anti-Immigrant
Oregonians for Immigration Reform,McMinnville,OR,Anti-Immigrant
ProEnglish,Arlington,VA,Anti-Immigrant
"Remembrance Project, The",Washington,DC,Anti-Immigrant
Respect Washington,Seattle,WA,Anti-Immigrant
San Diegans for Secure Borders,San Diego,CA,Anti-Immigrant
Team America Political Action Committee,Littleton,CO,Anti-Immigrant
Texans for Immigration Reduction and Enforcement,Houston,TX,Anti-Immigrant
US Border Guard,Mesa,AZ,Anti-Immigrant
American Defense Records,,PA,Hate Music
Behold Barbarity Records & Distro,Plymouth,MN,Hate Music
Elegy Records,Clifton,NJ,Hate Music
Hostile Class Productions,Burbank,IL,Hate Music
ISD Records,Denison,TX,Hate Music
Label 56,Baltimore,MD,Hate Music
MSR Productions,Wheat Ridge,CO,Hate Music
Micetrap Distribution,Maple Shade Township,NJ,Hate Music
NSM88 Records,Detroit,MI,Hate Music
Poker Face,Allentown,PA,Hate Music
Resistance Records,Chicago,IL,Hate Music
Stahlhelm Records,Milwaukee,WI,Hate Music
Tightrope,Calico Rock,AR,Hate Music
United Riot Records,New York,NY,Hate Music
Wolf Tyr Productions,Holbrook,NY,Hate Music
"Barnes Review/Foundation for Economic Liberty, Inc.",Upper Marlboro,MD,Holocaust Denial
Campaign for Radical Truth in History,Coeur d'Alene,ID,Holocaust Denial
Committee for Open Debate on the Holocaust,Mill Valley,CA,Holocaust Denial
Committee for Open Debate on the Holocaust,York,PA,Holocaust Denial
Deir Yassin Remembered,Geneva,NY,Holocaust Denial
Deir Yassin Remembered,Ann Arbor,MI,Holocaust Denial
Institute for Historical Review,Newport Beach,CA,Holocaust Denial
Irving Books,Key West,FL,Holocaust Denial
The Realist Report,Poway,CA,Holocaust Denial
carolynyeager.net,Kerrville,TX,Holocaust Denial
Hoosier Headhunters Fight Club,,IN,Neo-Volkisch
Folkgard of Holda & Odin,Apache Junction,AZ,Neo-Volkisch
"Gallowglasses Fight Club, The",,TN,Neo-Volkisch
Gallows Tree Wotansvolk Alliance,Grand Rapids,MI,Neo-Volkisch
Gallows Tree Wotansvolk Alliance,,FL,Neo-Volkisch
Gallows Tree Wotansvolk Alliance,,IN,Neo-Volkisch
Gallows Tree Wotansvolk Alliance,,IA,Neo-Volkisch
Gallows Tree Wotansvolk Alliance,,MN,Neo-Volkisch
Gallows Tree Wotansvolk Alliance,,RI,Neo-Volkisch
Gallows Tree Wotansvolk Alliance,,TX,Neo-Volkisch
"Varangians Fight Club, The",Knoxville,TN,Neo-Volkisch
Wolf Age,Grass Valley,CA,Neo-Volkisch
Wolves of Vinland,Lynchburg,VA,Neo-Volkisch
Wolves of Vinland,,CO,Neo-Volkisch
Wolves of Vinland,,OR,Neo-Volkisch
Wolves of Vinland,,TN,Neo-Volkisch
Wolves of Vinland,,WA,Neo-Volkisch
Asatru Folk Assembly,Brownsville,CA,Neo-Volkisch
Asatru Folk Assembly,,AK,Neo-Volkisch
Asatru Folk Assembly,,CA,Neo-Volkisch
Asatru Folk Assembly,,GA,Neo-Volkisch
Asatru Folk Assembly,,MN,Neo-Volkisch
Asatru Folk Assembly,,ND,Neo-Volkisch
Asatru Folk Assembly,,OH,Neo-Volkisch
Asatru Folk Assembly,,PA,Neo-Volkisch
Asatru Folk Assembly,,SC,Neo-Volkisch
Asatru Folk Assembly,,VA,Neo-Volkisch
Asatru Folk Assembly,,WV,Neo-Volkisch
"Catholic Family News/Catholic Family Ministries, Inc.",Niagara Falls,NY,Radical Traditional Catholicism 
Christ or Chaos,West Chester,OH,Radical Traditional Catholicism 
Culture Wars/Fidelity Press,South Bend,IN,Radical Traditional Catholicism 
"Fatima Crusader, The/International Fatima Rosary Crusade",Constable,NY,Radical Traditional Catholicism 
IHM Media,Richmond,NH,Radical Traditional Catholicism 
IHS Press,Odessa,TX,Radical Traditional Catholicism 
In the Spirit of Chartres Committee,Carrollton,VA,Radical Traditional Catholicism 
"Remnant, The/The Remnant Press",Forest Lake,MN,Radical Traditional Catholicism 
Robert Sungenis,State Line,PA,Radical Traditional Catholicism 
Slaves of the Immaculate Heart of Mary,Richmond,NH,Radical Traditional Catholicism 
Tradition in Action,Los Angeles,CA,Radical Traditional Catholicism 
211 Bootboys,New York,NY,General Hate
211 Bootboys,,VA,General Hate
Aggressive Christianity,Fence Lake,NM,General Hate
American Clarion,Rapid City,SD,General Hate
American Free Press,Upper Marlboro,MD,General Hate
American Guard,,IN,General Hate
American Guard,,CT,General Hate
American Guard,,FL,General Hate
American Guard,,GA,General Hate
American Guard,,IL,General Hate
American Guard,,MI,General Hate
American Guard,,MO,General Hate
American Guard,,NC,General Hate
American Guard,,PA,General Hate
American Guard,,TX,General Hate
As-Sabiqun,Washington,DC,General Hate
A Voice For Men,,TX,General Hate
Bill Keller Ministries,St. Petersburg,FL,General Hate
"Brother Nathanael Foundation, The",Priest River,ID,General Hate
Chick Publications,Ontario,CA,General Hate
Concerned Citizens and Friends of Illegal Immigration Law Enforcement,Framingham,MA,General Hate
Cultural Studies Press,New York,NY,General Hate
European-American Evangelistic Crusades,Sheridan,CA,General Hate
Fraternal Order of Alt-Knights,,CA,General Hate
Fraternal Order of Alt-Knights,,FL,General Hate
Fraternal Order of Alt-Knights,,IN,General Hate
Fundamentalist Latter Day Saints,Hildale,UT,General Hate
Fundamentalist Latter Day Saints,Colorado City,AZ,General Hate
Fundamentalist Latter Day Saints,,SD,General Hate
Hatreon,Austin,TX,General Hate
Insight USA,Longwood,FL,General Hate
Jamaat al-Muslimeen,Baltimore,MD,General Hate
Jewish Defense League,Los Angeles,CA,General Hate
Jewish Defense League,Chicago,IL,General Hate
Jewish Defense League,Brooklyn,NY,General Hate
Jewish Task Force,Fresh Meadows,NY,General Hate
Kingston Group,Salt Lake City,UT,General Hate
Last Frontier Evangelism- Repent Alaska,Anchorage,AK,General Hate
Lordship Church,Coeur d'Alene,ID,General Hate
Masjid al Islam ,Washington,DC,General Hate
Official Street Preachers,Los Angeles,CA,General Hate
Ozark Craft LC,Harrison,AR,General Hate
Power of Prophecy,,TX,General Hate
Proud Boys,New York,NY,General Hate
Proud Boys,,IN,General Hate
Proud Boys,Dallas,TX,General Hate
Reformation-Bible Puritan-Baptist Church/Vatican Assassins,Newmanstown,PA,General Hate
Rense Radio Network,Ashland,OR,General Hate
Return of Kings,,DC,General Hate
Samanta Roy Institute of Science and Technology,Shawano,WI,General Hate
Sharkhunters International,Hernando,FL,General Hate
Sons of Liberty Media (formerly You Can Run But You Cannot Hide),Annandale,MN,General Hate
Tony Alamo Christian Ministries,Canyon Country,CA,General Hate
Tony Alamo Christian Ministries,New York,NY,General Hate
a2z Publications,Las Vegas,NV,General Hate
